user_id,age,isFemale,factual_present,future,past,psychological_present
19882614,39,0,0.1788,0.1537,0.1665,0.0383
19957642,38,1,0.35,0.0333,0.1333,0.1333
20029003,25,1,0.2567,0.152,0.1679,0.1248
20201869,25,1,0.2507,0.0798,0.1762,0.0651
20461419,71,0,0.1319,0.0986,0.251,0.0602
20485089,30,1,0.1242,0.0846,0.1656,0.0834
20487044,44,1,0.1187,0.1584,0.1625,0.0831
20619880,29,1,0.1284,0.1163,0.1326,0.0421
20679843,30,1,0.1561,0.1762,0.1903,0.0816
21156014,20,1,0.2768,0.1414,0.2223,0.0584
21182582,27,1,0.2388,0.1649,0.2035,0.0669
21223300,31,0,0.2672,0.0759,0.1372,0.0531
21425163,36,1,0.1913,0.153,0.153,0.0437
21554736,21,0,0.187,0.1391,0.1826,0.0478
21626832,15,0,0.2001,0.1081,0.1912,0.0745
21675274,48,0,0.0564,0.0305,0.222,0.0211
21686191,28,1,0.1807,0.1178,0.1674,0.1126
21740223,25,1,0.0448,0.1579,0.2172,0.1169
21747362,30,1,0.1575,0.0902,0.2547,0.1335
21796452,33,1,0.2532,0.0746,0.1553,0.0803
21807454,40,0,0.2782,0.069,0.1456,0.0256
21820044,34,1,0.1771,0.2435,0.2251,0.0738
21912195,40,0,0.15,0.083,0.2549,0.0622
22005168,25,1,0.1854,0.0942,0.1953,0.0478
22054026,35,1,0.1903,0.1161,0.1355,0.0516
22054906,24,1,0.2125,0.1371,0.1543,0.0551
22220344,35,1,0.2189,0.048,0.154,0.041
22328300,47,1,0.1291,0.0661,0.1802,0.0511
22383791,21,1,0.2401,0.1835,0.209,0.0873
22386019,31,1,0.1078,0.1453,0.1477,0.0582
22512818,35,1,0.2755,0.0532,0.0648,0.0185
22596076,22,1,0.2761,0.1057,0.2308,0.0947
22608233,28,1,0.2615,0.0808,0.1997,0.0414
22839475,31,0,0.2457,0.1009,0.2844,0.0388
22957679,46,1,0.0977,0.1654,0.1579,0.0827
23104051,35,1,0.2448,0.1399,0.1352,0.0862
23105081,35,1,0.1374,0.1934,0.1581,0.1077
23168247,27,1,0.197,0.078,0.1646,0.0595
23213874,41,0,0.2128,0.0511,0.1617,0.0681
23334389,48,1,0.1172,0.1471,0.1307,0.1301
23336089,26,1,0.3513,0.0658,0.1472,0.0402
23337497,35,0,0.1924,0.3071,0.1845,0.1114
23340658,27,0,0.2735,0.0934,0.1951,0.071
23355835,37,1,0.1759,0.1357,0.1709,0.1256
23375001,44,1,0.2189,0.0579,0.1186,0.0367
23406052,23,1,0.2977,0.1612,0.2464,0.0647
23443442,28,1,0.2025,0.1592,0.1574,0.0964
23517690,28,0,0.2118,0.1601,0.1248,0.0796
23521579,41,1,0.1557,0.2464,0.1708,0.1016
23543313,28,1,0.2453,0.0923,0.1912,0.0656
23547198,28,0,0.1726,0.1608,0.2079,0.0707
23553656,41,1,0.1152,0.1603,0.1712,0.0677
23591197,21,1,0.2824,0.1368,0.1776,0.095
23623869,28,1,0.1274,0.2398,0.1467,0.0921
23650180,27,1,0.1432,0.1905,0.0936,0.0904
23665666,22,1,0.2837,0.0987,0.2326,0.0648
23670939,41,1,0.1264,0.1672,0.1889,0.0855
23673790,31,1,0.2002,0.121,0.2033,0.0617
23744591,48,1,0.1356,0.1229,0.25,0.1992
23802785,25,1,0.2303,0.1299,0.1594,0.1122
23824143,26,1,0.1884,0.1583,0.187,0.0749
23876749,32,1,0.1616,0.1205,0.1974,0.1351
23929712,34,1,0.1221,0.1678,0.1743,0.114
24011546,22,1,0.1204,0.1931,0.2104,0.1214
24027594,25,1,0.1703,0.1642,0.1854,0.0859
24046872,32,1,0.2513,0.1016,0.1123,0.0856
24067153,26,0,0.3418,0.0821,0.1154,0.0777
24074553,26,1,0.2393,0.0988,0.245,0.043
24095706,22,1,0.1594,0.1448,0.2279,0.1019
24173893,51,1,0.2523,0.1071,0.1221,0.076
24344261,38,1,0.2007,0.1188,0.2018,0.1267
24344461,26,1,0.2831,0.0755,0.1865,0.0711
24363231,48,1,0.1604,0.1144,0.1486,0.0684
24376324,24,1,0.1162,0.1542,0.2129,0.0898
24463173,20,0,0.2044,0.1746,0.2143,0.1349
24476975,35,1,0.1548,0.1152,0.1285,0.0605
24522352,55,1,0.2931,0.1163,0.132,0.1007
24568222,36,1,0.2485,0.1023,0.1082,0.1023
24569746,40,1,0.193,0.1586,0.1296,0.079
24638858,23,1,0.1702,0.1506,0.272,0.053
24739635,30,1,0.2675,0.0665,0.1251,0.0734
24910681,22,1,0.2602,0.0858,0.2132,0.0533
25011568,21,1,0.1976,0.1136,0.1399,0.1276
25102592,43,1,0.1125,0.1247,0.1746,0.0759
25139243,33,0,0.2001,0.1364,0.2323,0.0483
25142445,39,1,0.1783,0.1321,0.1131,0.0462
25504874,43,1,0.1366,0.0973,0.2395,0.1123
25518267,31,0,0.3107,0.1028,0.1424,0.0429
25615072,34,1,0.1856,0.2576,0.1098,0.0909
25807866,30,1,0.2772,0.1115,0.144,0.0662
26030462,53,0,0.2122,0.0707,0.2492,0.0283
26032633,33,1,0.1262,0.0754,0.1169,0.0813
26051041,21,1,0.3195,0.1189,0.2073,0.0688
26077444,48,0,0.2208,0.1041,0.1217,0.0364
26100448,36,0,0.1502,0.1132,0.1523,0.0761
26120516,28,1,0.202,0.165,0.17,0.078
26145835,21,1,0.1528,0.2082,0.175,0.1451
26274866,40,0,0.1935,0.1034,0.2024,0.0369
26277872,40,1,0.2261,0.1571,0.1111,0.092
26288984,41,1,0.0941,0.1765,0.1765,0.1235
26328096,29,1,0.0922,0.1822,0.2429,0.074
26697363,24,1,0.2016,0.1344,0.2248,0.0853
26773418,36,1,0.1161,0.1748,0.1702,0.0541
26934762,26,1,0.2458,0.1157,0.1649,0.0987
26936084,37,0,0.2124,0.1114,0.2158,0.0437
27003232,32,1,0.1759,0.1136,0.2174,0.0878
27112840,22,1,0.28,0.1367,0.2106,0.0695
27155420,24,1,0.1628,0.2176,0.1978,0.0908
27167575,49,1,0.133,0.1382,0.1456,0.0968
27198592,49,0,0.1392,0.1134,0.1724,0.0281
27260554,22,1,0.3235,0.1001,0.1782,0.0503
27310424,39,0,0.3285,0.0495,0.0236,0.0394
27540864,40,1,0.1766,0.0938,0.269,0.0608
27569444,35,1,0.2759,0.0234,0.1478,0.0259
27633619,35,0,0.2257,0.1236,0.1549,0.0494
27640903,41,1,0.1769,0.0613,0.1156,0.0595
27694069,28,0,0.177,0.201,0.1627,0.067
27761720,21,1,0.3406,0.0912,0.1113,0.0703
27813723,23,1,0.1555,0.0606,0.3456,0.0614
27984791,28,1,0.1591,0.099,0.1331,0.0686
28158744,28,0,0.3895,0.0769,0.18,0.0474
28190854,29,1,0.2465,0.1143,0.2325,0.0599
28223191,31,1,0.0939,0.1605,0.1683,0.0998
28333766,30,1,0.0731,0.152,0.1725,0.231
28409935,43,0,0.2468,0.0709,0.1652,0.0399
28445180,35,1,0.0362,0.2173,0.0613,0.1671
28610967,40,1,0.2019,0.1803,0.1413,0.1588
28688420,25,1,0.3356,0.2049,0.143,0.084
28717534,41,1,0.3263,0.0937,0.126,0.0517
28741336,28,1,0.21,0.31,0.12,0.13
29105100,32,1,0.2352,0.0736,0.0927,0.1029
29142475,34,1,0.0336,0.2558,0.1525,0.3023
29283906,30,1,0.1192,0.1009,0.1526,0.0435
29345746,32,0,0.3483,0.0896,0.1257,0.0332
29478618,35,1,0.1492,0.0663,0.1989,0.0994
29479002,36,0,0.3052,0.0988,0.0656,0.0297
29506510,25,1,0.2105,0.0919,0.1677,0.0566
29579036,38,1,0.2443,0.0947,0.0871,0.0549
29584756,53,1,0.102,0.1385,0.1906,0.1078
29607309,24,0,0.2514,0.1906,0.2058,0.0681
29871516,29,0,0.166,0.1331,0.1975,0.0302
29885625,22,1,0.1743,0.0923,0.2488,0.0417
30013968,29,1,0.1899,0.1422,0.1868,0.0738
30017722,58,1,0.1931,0.0714,0.1257,0.0622
30134334,30,1,0.1929,0.1147,0.1638,0.0835
30247831,24,1,0.4635,0.1082,0.1341,0.0776
30314509,53,0,0.0667,0.1591,0.1935,0.0774
30469473,35,1,0.1659,0.0931,0.1533,0.119
30500943,23,1,0.2413,0.1212,0.1785,0.0696
30560989,20,1,0.2834,0.1548,0.2132,0.1091
30574904,28,1,0.1453,0.1511,0.1387,0.0892
30612357,25,0,0.2791,0.2326,0.2093,0.1076
30712159,26,1,0.3279,0.0891,0.1802,0.0567
30729030,27,1,0.3464,0.053,0.2174,0.0392
30763639,21,1,0.2019,0.1164,0.1552,0.085
30767096,20,0,0.2505,0.0775,0.2152,0.0515
30820485,28,1,0.2334,0.095,0.0977,0.048
30997364,23,1,0.2117,0.1096,0.2943,0.1171
31071868,38,1,0.2221,0.079,0.1961,0.0321
31484282,39,1,0.1944,0.1083,0.1506,0.0801
31836615,30,0,0.1912,0.1208,0.2417,0.0455
31879215,29,0,0.1818,0.0909,0.2216,0.0966
31893543,26,0,0.1572,0.1204,0.145,0.0541
31905992,37,1,0.1816,0.1039,0.1579,0.0829
32245274,29,0,0.1396,0.2176,0.1824,0.0724
32342259,23,1,0.2444,0.1334,0.151,0.0907
32425125,45,0,0.0647,0.1311,0.1343,0.1828
32549836,21,1,0.2258,0.1494,0.1963,0.0775
32596943,39,0,0.1906,0.1247,0.1683,0.0801
32623738,29,0,0.2109,0.1365,0.1921,0.0443
32694145,31,1,0.1455,0.1524,0.1528,0.0712
32953389,20,1,0.14,0.2632,0.1936,0.1184
33125629,73,0,0.334,0.1084,0.1103,0.0361
33130809,19,1,0.2911,0.1327,0.1716,0.0799
33354054,26,1,0.1513,0.1548,0.1822,0.1187
33391247,30,0,0.1824,0.0782,0.2334,0.0455
33524930,32,0,0.0962,0.0632,0.3217,0.0282
33685656,26,1,0.1514,0.1882,0.1292,0.092
33714970,25,0,0.1638,0.1949,0.1977,0.0862
33739610,23,1,0.2037,0.1723,0.1989,0.0544
33913938,46,1,0.142,0.1679,0.2267,0.0772
33914461,35,1,0.1412,0.1529,0.2,0.1059
33939485,33,1,0.2379,0.1323,0.1683,0.0471
34010194,20,1,0.4459,0.0764,0.0955,0.0701
34426275,24,1,0.1741,0.1302,0.1695,0.0733
34685031,26,1,0.1523,0.1712,0.1854,0.0489
34784999,34,1,0.2373,0.0909,0.0756,0.0547
34847816,24,1,0.232,0.0971,0.2405,0.0835
34875507,27,0,0.2508,0.1151,0.266,0.075
35125215,43,1,0.1924,0.065,0.1125,0.0528
35168791,59,0,0.2738,0.0495,0.1861,0.0368
35170490,23,1,0.1262,0.1533,0.1638,0.158
35236490,25,1,0.1139,0.211,0.1777,0.0733
35363840,39,1,0.0771,0.0958,0.3417,0.1
35513134,38,0,0.2518,0.0652,0.1784,0.0333
35783146,26,1,0.1419,0.1497,0.1983,0.1497
35865914,19,1,0.2015,0.1346,0.2234,0.0663
35953675,27,1,0.0984,0.1726,0.1951,0.1257
36014018,26,1,0.1409,0.2,0.1455,0.1182
36140130,33,0,0.2395,0.0618,0.1169,0.0334
36144546,43,1,0.2266,0.1158,0.1256,0.1133
36200624,21,1,0.1893,0.17,0.2072,0.102
36219521,25,0,0.164,0.1022,0.1694,0.0242
36256699,65,0,0.267,0.0626,0.1022,0.0249
36397306,29,1,0.24,0.09,0.2376,0.0603
36467393,30,0,0.2311,0.1385,0.1694,0.0823
36696995,32,0,0.1244,0.2497,0.1564,0.0416
36697124,50,1,0.1648,0.1648,0.1073,0.0383
36809834,20,1,0.2479,0.1738,0.1757,0.0687
36837065,19,0,0.277,0.1395,0.1934,0.0465
37063566,24,0,0.1875,0.1286,0.1971,0.0589
37239797,33,1,0.2406,0.0843,0.2603,0.0525
37512058,23,1,0.2291,0.1159,0.2291,0.0472
37789184,29,1,0.1276,0.1405,0.3135,0.0646
37796711,26,1,0.1529,0.219,0.1805,0.1252
37830882,53,1,0.1958,0.1145,0.2531,0.06
38223643,42,0,0.214,0.0612,0.0683,0.0306
38297701,35,1,0.4286,0.0774,0.1017,0.08
38389185,15,1,0.6783,0.0,0.007,0.035
38506527,32,1,0.184,0.1685,0.1246,0.11
38515972,35,1,0.2128,0.1277,0.2085,0.0723
38563585,20,1,0.2681,0.13,0.1369,0.111
38997203,39,0,0.2808,0.1146,0.1992,0.0509
39029247,60,0,0.1826,0.0382,0.0599,0.0157
39292516,18,0,0.3612,0.0892,0.1888,0.0573
39439242,22,0,0.1908,0.0382,0.1298,0.0229
39469866,30,1,0.1512,0.186,0.2326,0.0465
40035909,29,1,0.2964,0.077,0.1464,0.0522
40171437,37,1,0.1758,0.1387,0.1113,0.0672
40173607,25,1,0.2468,0.1046,0.1788,0.0494
40292695,24,1,0.2673,0.1931,0.1614,0.0916
40295317,22,0,0.2365,0.0888,0.1862,0.0179
40794108,24,1,0.1748,0.1383,0.222,0.1177
40832166,27,0,0.3627,0.1718,0.1623,0.0573
40962780,24,1,0.2012,0.0934,0.2519,0.0712
40995527,36,1,0.1506,0.1171,0.2268,0.0465
41257329,22,1,0.2743,0.1796,0.2265,0.096
41305291,52,0,0.2151,0.0635,0.187,0.0327
41525714,32,1,0.0969,0.1344,0.2467,0.0651
41645088,34,0,0.1216,0.1078,0.2011,0.0552
41711631,25,1,0.1798,0.1124,0.1685,0.0337
41855514,29,0,0.1372,0.172,0.1799,0.0517
42039963,22,1,0.1707,0.1724,0.2559,0.0789
42251312,19,1,0.2584,0.1976,0.2152,0.094
42295510,27,1,0.2262,0.1172,0.1688,0.0744
42490893,39,0,0.1789,0.1273,0.1631,0.0843
42545304,20,1,0.3173,0.0897,0.1529,0.066
42553663,29,1,0.1479,0.2042,0.1866,0.0775
42763055,54,1,0.2323,0.0923,0.1677,0.1215
42772644,36,1,0.0551,0.1377,0.2672,0.0716
42802175,23,1,0.1888,0.1036,0.218,0.0483
43000103,20,1,0.3906,0.1184,0.1332,0.0656
43020875,31,1,0.1593,0.1395,0.1635,0.0638
43269917,27,1,0.2463,0.16,0.2288,0.0825
43364802,35,0,0.1268,0.2,0.1024,0.0878
43430160,22,1,0.2797,0.1576,0.1576,0.0957
43569052,30,1,0.1898,0.0957,0.0781,0.0367
44065128,20,0,0.2691,0.1209,0.2031,0.0792
44152437,28,1,0.2225,0.1453,0.126,0.118
44279924,38,1,0.219,0.0747,0.1833,0.0548
44321736,36,1,0.2407,0.0579,0.234,0.0555
44491943,22,1,0.1396,0.2316,0.1651,0.1426
44978811,34,1,0.4183,0.0529,0.101,0.0481
45154795,24,1,0.2424,0.2485,0.1394,0.0485
45175775,27,0,0.1385,0.2063,0.2425,0.0661
45479392,22,1,0.0773,0.1492,0.3039,0.1271
46262783,30,0,0.2049,0.078,0.1902,0.0732
46776409,51,0,0.2648,0.1489,0.1806,0.0593
46939915,40,0,0.1779,0.12,0.2171,0.073
47163502,22,1,0.1494,0.2236,0.1517,0.1234
47256718,34,0,0.1962,0.0885,0.1846,0.0615
47443843,22,1,0.2148,0.1376,0.1992,0.098
47608808,30,0,0.1026,0.1372,0.1324,0.0796
47687582,30,0,0.1612,0.1618,0.2631,0.0309
47730142,22,1,0.2131,0.1869,0.1908,0.0746
48222687,24,1,0.1507,0.1406,0.2733,0.0495
48398662,28,1,0.1429,0.1349,0.1825,0.0794
49137142,41,0,0.1395,0.1812,0.2101,0.0743
49168103,31,1,0.3332,0.0434,0.1073,0.0311
49454625,25,1,0.2563,0.0702,0.2033,0.0351
49542532,42,1,0.1321,0.1745,0.249,0.0865
49862659,20,0,0.2633,0.1659,0.1667,0.0952
50179125,23,1,0.1622,0.0811,0.2432,0.1081
50833514,34,0,0.2728,0.0801,0.1906,0.0409
51054989,32,1,0.1771,0.1629,0.1777,0.0756
51203406,40,0,0.0952,0.0873,0.2024,0.2183
51205938,24,1,0.1464,0.1763,0.1519,0.0993
51244561,20,1,0.27,0.1075,0.1973,0.0868
51420078,24,1,0.1225,0.199,0.1506,0.0622
51480688,23,1,0.2651,0.1898,0.1659,0.1132
51548400,57,0,0.2859,0.0439,0.1178,0.0357
51572885,37,0,0.0563,0.4363,0.054,0.0253
51779335,42,0,0.1893,0.0704,0.0777,0.0485
51878780,22,1,0.2146,0.1879,0.2187,0.0631
51881296,24,1,0.2203,0.0793,0.2537,0.0532
52286180,37,0,0.2744,0.0801,0.1295,0.0411
52591709,35,1,0.1897,0.1585,0.1651,0.0861
52763277,40,0,0.2112,0.1394,0.1116,0.0438
53283576,23,1,0.2184,0.1831,0.2002,0.0996
53766256,26,0,0.2592,0.0922,0.1631,0.07
53945656,40,0,0.1176,0.161,0.2123,0.0537
54603287,18,1,0.2307,0.163,0.1663,0.1283
54686942,34,1,0.118,0.1541,0.1869,0.0656
54701103,36,0,0.1517,0.1848,0.2109,0.0877
54722700,21,1,0.2457,0.116,0.2277,0.0545
55608667,43,0,0.2715,0.0974,0.2056,0.0504
55640943,21,1,0.3704,0.1011,0.0994,0.0658
55891221,22,1,0.3226,0.1426,0.1078,0.1103
56048947,49,0,0.1627,0.1409,0.2084,0.0391
56179623,23,1,0.1664,0.1967,0.1706,0.0743
56320740,34,1,0.1173,0.1138,0.2346,0.1168
56528234,20,1,0.2317,0.0921,0.254,0.0939
56548950,25,0,0.2075,0.1364,0.1855,0.0539
56819049,40,0,0.213,0.1099,0.1988,0.0448
57877128,23,0,0.1945,0.1422,0.222,0.0578
58008015,29,1,0.2044,0.1115,0.1968,0.053
58113148,21,1,0.2596,0.1673,0.1779,0.1258
58565444,38,0,0.1676,0.0601,0.1566,0.0285
58608740,28,0,0.1217,0.2522,0.1098,0.0623
58904749,46,0,0.2578,0.1073,0.1678,0.0571
59030235,25,0,0.2076,0.1103,0.0642,0.0431
59045313,31,1,0.1754,0.08,0.16,0.1292
60056593,47,0,0.3333,0.0,0.0,0.0
60119550,25,1,0.2,0.1228,0.208,0.0473
60149360,25,1,0.4286,0.0408,0.0408,0.0816
60445040,24,1,0.186,0.2022,0.1725,0.1051
60946144,26,0,0.2916,0.0794,0.226,0.0902
61372244,23,1,0.1754,0.1074,0.1573,0.0778
61654870,26,1,0.1416,0.2613,0.1954,0.1059
61663024,21,1,0.2576,0.1306,0.1761,0.0778
61668553,33,1,0.1915,0.0832,0.241,0.0545
